50000 200
13327 43547 195 34542
13328 39588 122 1145
13329 0 0 0
13330 43702 53 28070
13331 0 0 0
13332 62086 101 19844
13333 0 0 0
13334 0 0 0
13335 3954 93 41870
13336 18465 64 23195
13337 65426 93 13338
13338 65426 94 13339
13339 65426 95 13340
13340 65426 96 13341
13341 65426 97 13342
13342 65426 98 37022
13343 39642 256 19433
13344 0 0 0
13345 0 0 0
13346 50276 197 13347
13347 50276 198 22870
13348 28950 114 19272
13349 65533 3 44299
13350 39588 73 18272
13351 0 0 0
13352 840 16 13353
13353 840 17 1
13354 7968 42 1132
13355 0 0 0
13356 28219 12 44532
13357 0 0 0
13358 5957 5 45973
13359 0 0 0
13360 0 0 0
13361 0 0 0
13362 43834 34 19056
13363 0 0 0
13364 47124 187 15294
13365 0 0 0
13366 0 0 0
13367 9984 6 3863
13368 1720 141 13369
13369 1720 142 13370
13370 1720 143 13371
13371 1720 144 480
13372 53927 138 37988
13373 0 0 0
13374 29049 112 13375
13375 29049 113 13376
13376 29049 114 13377
13377 29049 115 13378
13378 29049 116 13379
13379 29049 117 46763
13380 47124 237 43854
13381 9984 15 33849
13382 4163 30 13383
13383 4163 31 13384
13384 4163 32 13385
13385 4163 33 13386
13386 4163 34 13387
13387 4163 35 14446
13388 35609 280 38195
13389 0 0 0
13390 5957 223 1890
13391 0 0 0
13392 19110 64 49458
13393 0 0 0
13394 39642 155 48081
13395 0 0 0
13396 0 0 0
13397 55919 209 43562
13398 0 0 0
13399 0 0 0
13400 54939 40 21615
13401 0 0 0
13402 0 0 0
13403 0 0 0
13404 0 0 0
13405 42109 106 7005
13406 15688 74 13407
13407 15688 75 13408
13408 15688 76 13409
13409 15688 77 13410
13410 15688 78 13411
13411 15688 79 13412
13412 15688 80 13413
13413 15688 81 17784
13414 24852 28 22396
13415 46336 68 13416
13416 46336 69 13417
13417 46336 70 5521
13418 39642 205 33930
13419 0 0 0
13420 27583 99 42134
13421 0 0 0
13422 52864 149 21534
13423 0 0 0
13424 47745 307 39307
13425 0 0 0
13426 0 0 0
13427 0 0 0
13428 47737 287 13429
13429 47737 288 13430
13430 47737 289 13431
13431 47737 290 13432
13432 47737 291 13433
13433 47737 292 13434
13434 47737 293 13435
13435 47737 294 13436
13436 47737 295 13437
13437 47737 296 13438
13438 47737 297 13439
13439 47737 298 13440
13440 47737 299 13441
13441 47737 300 13442
13442 47737 301 13443
13443 47737 302 26154
13444 39588 25 29456
13445 0 0 0
13446 55919 11 38124
13447 0 0 0
13448 5026 246 35956
13449 0 0 0
13450 39642 210 36428
13451 0 0 0
13452 0 0 0
13453 52864 221 44585
13454 53927 349 23154
13455 0 0 0
13456 64205 138 44049
13457 0 0 0
13458 25834 215 41791
13459 0 0 0
13460 0 0 0
13461 0 0 0
13462 5957 100 49688
13463 0 0 0
13464 39241 10 13465
13465 39241 11 13466
13466 39241 12 13467
13467 39241 13 44902
13468 6157 293 13469
13469 6157 294 13470
13470 6157 295 13471
13471 6157 296 13472
13472 6157 297 13473
13473 6157 298 25479
13474 47124 81 26264
13475 0 0 0
13476 47745 246 49792
13477 64205 28 10030
13478 0 0 0
13479 0 0 0
13480 5160 59 13481
13481 5160 60 13482
13482 5160 61 13483
13483 5160 62 13484
13484 5160 63 13485
13485 5160 64 42840
13486 18860 118 41202
13487 5957 90 10976
13488 0 0 0
13489 54965 231 49670
13490 0 0 0
13491 15440 53 37792
13492 5026 293 37986
13493 0 0 0
13494 47124 209 45922
13495 0 0 0
13496 18860 62 36834
13497 0 0 0
13498 48063 66 35262
13499 0 0 0
13500 28219 35 24760
13501 0 0 0
13502 0 0 0
13503 0 0 0
13504 53927 178 43370
13505 5026 83 21246
13506 3954 51 30568
13507 51450 81 6803
13508 0 0 0
13509 9759 53 13510
13510 9759 54 13511
13511 9759 55 13512
13512 9759 56 13513
13513 9759 57 13514
13514 9759 58 13515
13515 9759 59 13516
13516 9759 60 13517
13517 9759 61 13518
13518 9759 62 13519
13519 9759 63 18583
13520 57032 101 13911
13521 0 0 0
13522 47745 312 39542
13523 0 0 0
13524 53410 330 15528
13525 64205 147 43002
13526 0 0 0
13527 19488 24 19309
13528 26658 8 16239
13529 0 0 0
13530 0 0 0
13531 0 0 0
13532 31686 201 13533
13533 31686 202 13534
13534 31686 203 13535
13535 31686 204 13536
13536 31686 205 13537
13537 31686 206 13538
13538 31686 207 9052
13539 55919 340 14152
13540 50276 38 13541
13541 50276 39 13542
13542 50276 40 13543
13543 50276 41 44280
13544 28219 124 44990
13545 0 0 0
13546 65533 58 6162
13547 43702 281 19821
13548 52864 195 12730
13549 43834 259 22072
13550 26658 145 39252
13551 23940 167 38127
13552 21021 64 24851
13553 52864 177 11615
13554 3954 63 40074
13555 55919 137 22886
13556 0 0 0
13557 62086 91 42872
13558 26396 172 13559
13559 26396 173 13560
13560 26396 174 13561
13561 26396 175 13562
13562 26396 176 13563
13563 26396 177 13564
13564 26396 178 13565
13565 26396 179 13566
13566 26396 180 13567
13567 26396 181 13568
13568 26396 182 13569
13569 26396 183 13570
13570 26396 184 13571
13571 26396 185 13572
13572 26396 186 13573
13573 26396 187 13574
13574 26396 188 13575
13575 26396 189 13576
13576 26396 190 13577
13577 26396 191 1
13578 27056 121 6120
13579 24585 234 39670
13580 0 0 0
13581 41927 222 13582
13582 41927 223 4333
13583 43834 162 25830
13584 21021 63 13552
13585 58056 6 23409
13586 46029 124 40469
13587 48643 58 1
13588 33623 66 13589
13589 33623 67 13590
13590 33623 68 13591
13591 33623 69 35342
13592 54965 169 1209
13593 0 0 0
13594 0 0 0
13595 0 0 0
13596 1720 49 13597
13597 1720 50 13598
13598 1720 51 13599
13599 1720 52 12574
13600 26658 202 43143
13601 0 0 0
13602 0 0 0
13603 55919 155 11830
13604 27583 11 42952
13605 0 0 0
13606 15688 284 13607
13607 15688 285 13608
13608 15688 286 13609
13609 15688 287 7670
13610 55919 336 4318
13611 0 0 0
13612 5026 173 13632
13613 0 0 0
13614 0 0 0
13615 0 0 0
13616 54965 155 24990
13617 0 0 0
13618 25561 4 40490
13619 0 0 0
13620 55919 291 45283
13621 0 0 0
13622 0 0 0
13623 25834 197 33520
13624 5026 1 3770
13625 0 0 0
13626 22501 103 20331
13627 0 0 0
13628 0 0 0
13629 0 0 0
13630 5957 151 42109
13631 0 0 0
13632 5026 174 43156
13633 0 0 0
13634 27583 131 34428
13635 20140 107 39666
13636 47745 233 36885
13637 0 0 0
13638 43834 49 33944
13639 51450 187 2830
13640 48643 35 15378
13641 0 0 0
13642 53410 321 17387
13643 28950 31 45462
13644 0 0 0
13645 0 0 0
13646 51450 152 22984
13647 2655 108 6582
13648 6157 194 13649
13649 6157 195 13650
13650 6157 196 13651
13651 6157 197 13652
13652 6157 198 13653
13653 6157 199 13654
13654 6157 200 20468
13655 54921 16 22133
13656 52864 90 15288
13657 47124 5 8598
13658 0 0 0
13659 0 0 0
13660 63758 89 13661
13661 63758 90 13662
13662 63758 91 13663
13663 63758 92 13664
13664 63758 93 13665
13665 63758 94 46185
13666 64205 159 14326
13667 0 0 0
13668 62086 104 36623
13669 31686 283 13670
13670 31686 284 13671
13671 31686 285 13672
13672 31686 286 13673
13673 31686 287 6394
13674 23940 192 35950
13675 0 0 0
13676 53410 78 43810
13677 51450 139 21291
13678 47124 184 23680
13679 20643 306 13680
13680 20643 307 13681
13681 20643 308 13682
13682 20643 309 27204
13683 19488 38 9135
13684 54733 32 39246
13685 0 0 0
13686 0 0 0
13687 39145 125 13688
13688 39145 126 13689
13689 39145 127 13690
13690 39145 128 14225
13691 39588 89 32238
13692 54921 47 41639
13693 54965 273 1028
13694 26658 107 18428
13695 0 0 0
13696 21021 54 10416
13697 0 0 0
13698 0 0 0
13699 0 0 0
13700 23472 183 13701
13701 23472 184 13702
13702 23472 185 13703
13703 23472 186 13704
13704 23472 187 13705
13705 23472 188 13706
13706 23472 189 13707
13707 23472 190 10348
13708 54921 51 10846
13709 0 0 0
13710 7475 6 33012
13711 2655 127 25848
13712 23940 51 40855
13713 0 0 0
13714 51101 168 13715
13715 51101 169 13716
13716 51101 170 13717
13717 51101 171 11950
13718 24852 54 28902
13719 0 0 0
13720 0 0 0
13721 0 0 0
13722 53410 187 24482
13723 0 0 0
13724 44218 146 13725
13725 44218 147 13726
13726 44218 148 13727
13727 44218 149 13728
13728 44218 150 13729
13729 44218 151 13730
13730 44218 152 13731
13731 44218 153 1546
13732 35609 119 47888
13733 0 0 0
13734 62185 32 13735
13735 62185 33 13736
13736 62185 34 13737
13737 62185 35 23963
13738 57032 301 4845
13739 0 0 0
13740 0 0 0
13741 0 0 0
13742 19110 63 13392
13743 0 0 0
13744 0 0 0
13745 0 0 0
13746 43834 54 12474
13747 0 0 0
13748 57032 97 16550
13749 0 0 0
13750 15440 104 26965
13751 0 0 0
13752 2655 77 32336
13753 0 0 0
13754 53927 198 33648
13755 35607 32 13756
13756 35607 33 13757
13757 35607 34 13758
13758 35607 35 13759
13759 35607 36 5801
13760 24585 329 47297
13761 0 0 0
13762 55895 113 13763
13763 55895 114 13764
13764 55895 115 13765
13765 55895 116 37592
13766 23940 269 12667
13767 43702 289 18811
13768 47124 43 31670
13769 0 0 0
13770 43702 87 22190
13771 47745 48 33581
13772 5160 355 13773
13773 5160 356 13774
13774 5160 357 13775
13775 5160 358 13776
13776 5160 359 13777
13777 5160 360 35199
13778 1040 129 32572
13779 0 0 0
13780 19110 70 42192
13781 35609 227 21488
13782 54939 196 15994
13783 53410 311 31110
13784 0 0 0
13785 26658 242 12708
13786 24149 86 49994
13787 7584 98 13788
13788 7584 99 13789
13789 7584 100 13790
13790 7584 101 13791
13791 7584 102 1
13792 0 0 0
13793 0 0 0
13794 0 0 0
13795 5026 196 7567
13796 25834 75 38555
13797 42109 45 12044
13798 54965 254 15204
13799 44218 92 13800
13800 44218 93 13801
13801 44218 94 13802
13802 44218 95 13803
13803 44218 96 13804
13804 44218 97 13805
13805 44218 98 13806
13806 44218 99 13807
13807 44218 100 13808
13808 44218 101 13809
13809 44218 102 13918
13810 43834 97 6654
13811 47124 22 35905
13812 0 0 0
13813 59282 188 30793
13814 47745 316 36238
13815 29049 194 13816
13816 29049 195 13817
13817 29049 196 28208
13818 28219 39 32810
13819 0 0 0
13820 0 0 0
13821 0 0 0
13822 54965 21 8844
13823 0 0 0
13824 23472 79 13825
13825 23472 80 13826
13826 23472 81 13827
13827 23472 82 13828
13828 23472 83 13829
13829 23472 84 13830
13830 23472 85 13831
13831 23472 86 36048
13832 46029 40 9238
13833 43702 175 17040
13834 0 0 0
13835 0 0 0
13836 23940 294 36276
13837 59282 116 48042
13838 0 0 0
13839 0 0 0
13840 24585 300 45926
13841 0 0 0
13842 23940 129 11402
13843 0 0 0
13844 35609 179 20648
13845 0 0 0
13846 0 0 0
13847 24411 172 13848
13848 24411 173 13849
13849 24411 174 13850
13850 24411 175 13851
13851 24411 176 40480
13852 23940 10 37780
13853 24149 5 43037
13854 7155 11 7746
13855 52864 140 26497
13856 47745 196 18883
13857 0 0 0
13858 28219 26 14682
13859 0 0 0
13860 0 0 0
13861 20140 84 27988
13862 53927 182 30876
13863 0 0 0
13864 0 0 0
13865 0 0 0
13866 7968 75 28782
13867 0 0 0
13868 5026 149 46798
13869 50276 359 13870
13870 50276 360 13871
13871 50276 361 3695
13872 19110 264 8824
13873 0 0 0
13874 0 0 0
13875 1040 137 6290
13876 0 0 0
13877 43702 148 11360
13878 0 0 0
13879 0 0 0
13880 20656 31 22802
13881 0 0 0
13882 0 0 0
13883 16438 3 21804
13884 0 0 0
13885 4515 88 13886
13886 4515 89 13887
13887 4515 90 13888
13888 4515 91 13889
13889 4515 92 17188
13890 55919 261 9800
13891 27294 248 13892
13892 27294 249 13893
13893 27294 250 13894
13894 27294 251 43520
13895 7968 33 3920
13896 25834 183 7954
13897 51101 385 13898
13898 51101 386 1
13899 47124 249 44571
13900 0 0 0
13901 32949 103 13902
13902 32949 104 13903
13903 32949 105 13904
13904 32949 106 13905
13905 32949 107 32951
13906 2655 147 21611
13907 31686 171 13908
13908 31686 172 13909
13909 31686 173 13910
13910 31686 174 41463
13911 57032 102 6905
13912 54939 71 30600
13913 0 0 0
13914 1040 118 23294
13915 0 0 0
13916 0 0 0
13917 0 0 0
13918 44218 103 13919
13919 44218 104 13920
13920 44218 105 13921
13921 44218 106 13922
13922 44218 107 13923
13923 44218 108 27420
13924 46029 48 9598
13925 20643 124 13926
13926 20643 125 13927
13927 20643 126 14807
13928 32128 216 13929
13929 32128 217 13930
13930 32128 218 13931
13931 32128 219 13932
13932 32128 220 13933
13933 32128 221 13934
13934 32128 222 13935
13935 32128 223 13936
13936 32128 224 13937
13937 32128 225 13938
13938 32128 226 13939
13939 32128 227 13940
13940 32128 228 13941
13941 32128 229 13942
13942 32128 230 13943
13943 32128 231 13944
13944 32128 232 13945
13945 32128 233 13946
13946 32128 234 13947
13947 32128 235 13948
13948 32128 236 13949
13949 32128 237 13950
13950 32128 238 13951
13951 32128 239 13952
13952 32128 240 13953
13953 32128 241 4522
13954 7968 213 8569
13955 47124 26 4152
13956 46336 91 13957
13957 46336 92 13958
13958 46336 93 29384
13959 28802 130 44870
13960 0 0 0
13961 7475 324 2252
13962 29929 282 13963
13963 29929 283 13964
13964 29929 284 13965
13965 29929 285 13966
13966 29929 286 13967
13967 29929 287 13968
13968 29929 288 13969
13969 29929 289 13970
13970 29929 290 13971
13971 29929 291 13972
13972 29929 292 13973
13973 29929 293 13974
13974 29929 294 13975
13975 29929 295 13976
13976 29929 296 13977
13977 29929 297 13978
13978 29929 298 13979
13979 29929 299 13980
13980 29929 300 13981
13981 29929 301 13982
13982 29929 302 13983
13983 29929 303 13984
13984 29929 304 13985
13985 29929 305 13986
13986 29929 306 13987
13987 29929 307 13988
13988 29929 308 13989
13989 29929 309 13990
13990 29929 310 13991
13991 29929 311 13992
13992 29929 312 13993
13993 29929 313 13994
13994 29929 314 13995
13995 29929 315 13996
13996 29929 316 13997
13997 29929 317 13998
13998 29929 318 13999
13999 29929 319 14000
14000 29929 320 14001
14001 29929 321 14002
14002 29929 322 14003
14003 29929 323 14004
14004 29929 324 14005
14005 29929 325 14006
14006 29929 326 14007
14007 29929 327 14008
14008 29929 328 14009
14009 29929 329 14010
14010 29929 330 14011
14011 29929 331 14012
14012 29929 332 14013
14013 29929 333 23328
14014 7968 63 41751
14015 0 0 0
14016 7475 1 9913
14017 25834 127 34351
14018 35609 237 28638
14019 0 0 0
14020 0 0 0
14021 0 0 0
14022 23940 111 15986
14023 0 0 0
14024 1187 13 38664
14025 0 0 0
14026 0 0 0
14027 46029 95 25708
14028 0 0 0
14029 3954 22 10410
14030 21049 67 14031
14031 21049 68 3397
14032 20932 64 14033
14033 20932 65 14034
14034 20932 66 14035
14035 20932 67 14036
14036 20932 68 14037
14037 20932 69 14038
14038 20932 70 14039
14039 20932 71 41516
14040 24165 29 14041
14041 24165 30 14042
14042 24165 31 14043
14043 24165 32 14044
14044 24165 33 14045
14045 24165 34 14046
14046 24165 35 14047
14047 24165 36 14048
14048 24165 37 14049
14049 24165 38 14050
14050 24165 39 14051
14051 24165 40 14052
14052 24165 41 14053
14053 24165 42 14054
14054 24165 43 14055
14055 24165 44 2134
14056 54939 1 678
14057 0 0 0
14058 47124 177 40399
14059 43702 42 6408
14060 0 0 0
14061 51101 137 14062
14062 51101 138 14063
14063 51101 139 14064
14064 51101 140 14065
14065 51101 141 6812
14066 61128 52 35036
14067 53410 10 32339
14068 64205 204 7664
14069 58056 23 21708
14070 0 0 0
14071 0 0 0
14072 0 0 0
14073 0 0 0
14074 0 0 0
14075 0 0 0
14076 54965 76 2915
14077 18962 90 14078
14078 18962 91 14079
14079 18962 92 14080
14080 18962 93 14081
14081 18962 94 14082
14082 18962 95 7341
14083 35609 261 724
14084 15440 6 12156
14085 0 0 0
14086 39588 222 42629
14087 0 0 0
14088 58056 3 49740
14089 0 0 0
14090 43834 316 11820
14091 0 0 0
14092 14612 15 14093
14093 14612 16 14094
14094 14612 17 14095
14095 14612 18 14096
14096 14612 19 14097
14097 14612 20 14098
14098 14612 21 14099
14099 14612 22 14100
14100 14612 23 14101
14101 14612 24 14102
14102 14612 25 14103
14103 14612 26 14104
14104 14612 27 14105
14105 14612 28 14106
14106 14612 29 33484
14107 28802 32 12692
14108 65533 236 19606
14109 5160 268 14110
14110 5160 269 14111
14111 5160 270 14112
14112 5160 271 14113
14113 5160 272 14114
14114 5160 273 14115
14115 5160 274 9512
14116 48063 192 42504
14117 0 0 0
14118 48063 177 15285
14119 4515 286 14120
14120 4515 287 14121
14121 4515 288 14122
14122 4515 289 14123
14123 4515 290 46150
14124 5026 222 15781
14125 53927 270 40292
14126 0 0 0
14127 0 0 0
14128 43702 127 34882
14129 0 0 0
14130 0 0 0
14131 0 0 0
14132 60446 101 14133
14133 60446 102 14134
14134 60446 103 14135
14135 60446 104 14136
14136 60446 105 14137
14137 60446 106 14138
14138 60446 107 14139
14139 60446 108 14140
14140 60446 109 14141
14141 60446 110 14142
14142 60446 111 14143
14143 60446 112 14144
14144 60446 113 14145
14145 60446 114 14146
14146 60446 115 14147
14147 60446 116 14148
14148 60446 117 14149
14149 60446 118 14150
14150 60446 119 14151
14151 60446 120 45017
14152 55919 341 30785
14153 58056 8 25781
14154 0 0 0
14155 52864 187 47711
14156 46029 11 29581
14157 0 0 0
14158 54965 377 24775
14159 0 0 0
14160 0 0 0
14161 7475 322 21740
14162 47745 188 33984
14163 7475 31 9384
14164 46029 54 42788
14165 0 0 0
14166 0 0 0
14167 0 0 0
14168 8978 1 14169
14169 8978 2 1
14170 52864 198 22983
14171 0 0 0
14172 3847 314 14173
14173 3847 315 14174
14174 3847 316 14175
14175 3847 317 14176
14176 3847 318 14177
14177 3847 319 14178
14178 3847 320 44318
14179 4163 200 14180
14180 4163 201 14181
14181 4163 202 14182
14182 4163 203 14183
14183 4163 204 14184
14184 4163 205 14185
14185 4163 206 14186
14186 4163 207 14187
14187 4163 208 14188
14188 4163 209 14189
14189 4163 210 14190
14190 4163 211 14191
14191 4163 212 1992
14192 53927 191 38192
14193 0 0 0
14194 0 0 0
14195 0 0 0
14196 23940 104 48115
14197 0 0 0
14198 7968 139 34870
14199 0 0 0
14200 4515 103 14201
14201 4515 104 20870
14202 47745 5 17745
14203 0 0 0
14204 48643 53 2441
14205 61128 106 1258
14206 42109 186 19604
14207 0 0 0
14208 20656 56 41936
14209 0 0 0
14210 20643 33 14211
14211 20643 34 14212
14212 20643 35 14213
14213 20643 36 14866
14214 23940 93 44483
14215 0 0 0
14216 43834 267 7812
14217 0 0 0
14218 0 0 0
14219 0 0 0
14220 19110 101 24354
14221 0 0 0
14222 54921 10 45454
14223 55919 127 35012
14224 0 0 0
14225 39145 129 14226
14226 39145 130 14227
14227 39145 131 14228
14228 39145 132 14229
14229 39145 133 36306
14230 59282 110 21008
14231 23940 132 37941
14232 53927 254 24710
14233 0 0 0
14234 24149 81 6874
14235 52864 14 49158
14236 23940 199 49239
14237 0 0 0
14238 0 0 0
14239 0 0 0
14240 21021 13 44184
14241 0 0 0
14242 65533 105 17758
14243 55919 357 21928
14244 64205 99 15763
14245 42109 19 19020
14246 62086 72 49032
14247 0 0 0
14248 58700 67 14249
14249 58700 68 14250
14250 58700 69 14251
14251 58700 70 14252
14252 58700 71 14253
14253 58700 72 14254
14254 58700 73 14255
14255 58700 74 14256
14256 58700 75 14257
14257 58700 76 14258
14258 58700 77 14259
14259 58700 78 14260
14260 58700 79 14261
14261 58700 80 14262
14262 58700 81 14263
14263 58700 82 14264
14264 58700 83 14265
14265 58700 84 14266
14266 58700 85 14267
14267 58700 86 14268
14268 58700 87 14269
14269 58700 88 14270
14270 58700 89 14271
14271 58700 90 14272
14272 58700 91 14273
14273 58700 92 14274
14274 58700 93 14275
14275 58700 94 14276
14276 58700 95 14277
14277 58700 96 14278
14278 58700 97 14279
14279 58700 98 14280
14280 58700 99 14281
14281 58700 100 14282
14282 58700 101 14283
14283 58700 102 8944
14284 47745 259 17322
14285 0 0 0
14286 52864 182 14710
14287 0 0 0
14288 63758 79 14289
14289 63758 80 14290
14290 63758 81 14291
14291 63758 82 14292
14292 63758 83 14293
14293 63758 84 14294
14294 63758 85 14295
14295 63758 86 14296
14296 63758 87 14297
14297 63758 88 13660
14298 54939 204 24459
14299 62185 317 14300
14300 62185 318 14301
14301 62185 319 14302
14302 62185 320 28646
14303 63758 199 14304
14304 63758 200 14305
14305 63758 201 14306
14306 63758 202 14307
14307 63758 203 14308
14308 63758 204 14309
14309 63758 205 40176
14310 55919 73 26069
14311 0 0 0
14312 55919 94 43129
14313 0 0 0
14314 0 0 0
14315 24585 274 36334
14316 29049 182 14317
14317 29049 183 14318
14318 29049 184 14319
14319 29049 185 14320
14320 29049 186 30735
14321 1040 112 42464
14322 54860 146 14323
14323 54860 147 1
14324 58056 95 44444
14325 0 0 0
14326 64205 160 19896
14327 0 0 0
14328 0 0 0
14329 5026 245 13448
14330 28219 131 37538
14331 0 0 0
14332 28219 126 28348
14333 46864 3 38551
14334 35609 115 2438
14335 46029 19 29704
14336 0 0 0
14337 0 0 0
14338 53410 103 42190
14339 0 0 0
14340 5957 211 35038
14341 0 0 0
14342 0 0 0
14343 0 0 0
14344 35609 191 47332
14345 47745 97 6163
14346 35607 122 14347
14347 35607 123 14348
14348 35607 124 44006
14349 28802 127 7868
14350 15440 228 23198
14351 0 0 0
14352 20140 286 43503
14353 0 0 0
14354 4515 173 14355
14355 4515 174 14356
14356 4515 175 14357
14357 4515 176 19600
14358 7155 19 11416
14359 5957 105 4610
14360 0 0 0
14361 0 0 0
14362 61361 84 14363
14363 61361 85 14364
14364 61361 86 14365
14365 61361 87 14366
14366 61361 88 14367
14367 61361 89 14368
14368 61361 90 14369
14369 61361 91 30612
14370 42109 79 45566
14371 0 0 0
14372 62185 286 14373
14373 62185 287 14374
14374 62185 288 38827
14375 54965 52 12404
14376 54448 14 33107
14377 0 0 0
14378 25561 59 49491
14379 5026 49 39594
14380 28802 56 17651
14381 0 0 0
14382 59282 5 21112
14383 0 0 0
14384 5026 27 6565
14385 0 0 0
14386 43834 355 24480
14387 0 0 0
14388 26658 277 49506
14389 0 0 0
14390 39588 76 15144
14391 0 0 0
14392 54965 321 23952
14393 0 0 0
14394 1720 183 14395
14395 1720 184 14396
14396 1720 185 14397
14397 1720 186 26327
14398 28219 22 624
14399 7475 293 3750
14400 0 0 0
14401 0 0 0
14402 53927 181 13862
14403 53410 303 45411
14404 7475 220 16191
14405 0 0 0
14406 28219 182 1
14407 0 0 0
14408 0 0 0
14409 18860 73 41625
14410 62086 107 4829
14411 0 0 0
14412 18465 43 9015
14413 0 0 0
14414 0 0 0
14415 63758 148 14416
14416 63758 149 14417
14417 63758 150 14418
14418 63758 151 14419
14419 63758 152 14420
14420 63758 153 14421
14421 63758 154 14422
14422 63758 155 14423
14423 63758 156 13264
14424 5957 310 33536
14425 0 0 0
14426 47745 79 2172
14427 0 0 0
14428 44631 301 14429
14429 44631 302 25167
14430 27056 5 32760
14431 20656 2 31301
14432 0 0 0
14433 47124 42 13768
14434 0 0 0
14435 18045 267 14436
14436 18045 268 14437
14437 18045 269 14438
14438 18045 270 14439
14439 18045 271 14440
14440 18045 272 14441
14441 18045 273 14442
14442 18045 274 48472
14443 47124 148 25184
14444 35609 55 7315
14445 65533 78 43196
14446 4163 36 14447
14447 4163 37 14448
14448 4163 38 14449
14449 4163 39 14450
14450 4163 40 14451
14451 4163 41 12846
14452 28219 120 6232
14453 0 0 0
14454 35609 128 1492
14455 0 0 0
14456 0 0 0
14457 0 0 0
14458 64205 165 12140
14459 0 0 0
14460 19110 123 38544
14461 0 0 0
14462 28950 36 1490
14463 0 0 0
14464 47745 63 23166
14465 0 0 0
14466 0 0 0
14467 0 0 0
14468 0 0 0
14469 35609 196 10024
14470 43702 371 1
14471 0 0 0
14472 55895 199 14473
14473 55895 200 14474
14474 55895 201 14475
14475 55895 202 14476
14476 55895 203 23136
14477 16438 50 42023
14478 0 0 0
14479 27056 164 18806
14480 25834 60 35694
14481 0 0 0
14482 20140 167 20684
14483 1040 76 9684
14484 53927 257 17354
14485 0 0 0
14486 0 0 0
14487 29049 144 14488
14488 29049 145 14489
14489 29049 146 49653
14490 59282 215 40498
14491 43702 338 35984
14492 24585 202 7499
14493 0 0 0
14494 0 0 0
14495 43834 201 17937
14496 55895 121 14497
14497 55895 122 14498
14498 55895 123 14499
14499 55895 124 14500
14500 55895 125 14501
14501 55895 126 45052
14502 44218 195 14503
14503 44218 196 14504
14504 44218 197 14505
14505 44218 198 14506
14506 44218 199 30577
14507 32931 145 14508
14508 32931 146 14509
14509 32931 147 14510
14510 32931 148 14511
14511 32931 149 34256
14512 39588 75 14390
14513 53410 173 35940
14514 57032 164 39522
14515 0 0 0
14516 61128 82 11146
14517 0 0 0
14518 18860 101 25124
14519 7475 265 33445
14520 42109 33 5654
14521 0 0 0
14522 41927 291 14523
14523 41927 292 14524
14524 41927 293 14525
14525 41927 294 45192
14526 42383 253 14527
14527 42383 254 14528
14528 42383 255 14529
14529 42383 256 14530
14530 42383 257 14531
14531 42383 258 14532
14532 42383 259 14533
14533 42383 260 14534
14534 42383 261 14535
14535 42383 262 12678
14536 5957 185 43763
14537 65533 142 42512
14538 20643 104 14539
14539 20643 105 14540
14540 20643 106 14541
14541 20643 107 44141
14542 19110 13 28092
14543 55919 21 43606
14544 0 0 0
14545 0 0 0
14546 48063 229 6900
14547 0 0 0
14548 23940 197 44850
14549 0 0 0
14550 7968 263 15884
14551 33889 103 14552
14552 33889 104 14553
14553 33889 105 14554
14554 33889 106 14555
14555 33889 107 14556
14556 33889 108 14696
14557 54939 67 22362
14558 0 0 0
14559 26658 19 32836
14560 0 0 0
14561 23940 125 2096
14562 3954 3 25504
14563 0 0 0
14564 0 0 0
14565 0 0 0
14566 39588 220 20890
14567 0 0 0
14568 28219 111 37830
14569 0 0 0
14570 0 0 0
14571 59282 149 22574
14572 24585 328 13760
14573 0 0 0
14574 47745 155 48488
14575 0 0 0
14576 65533 103 19308
14577 35609 12 36674
14578 54448 10 32282
14579 0 0 0
14580 65533 85 36818
14581 0 0 0
14582 2655 119 6886
14583 51450 10 718
14584 0 0 0
14585 35607 134 14586
14586 35607 135 14587
14587 35607 136 24230
14588 42109 23 4654
14589 0 0 0
14590 28219 157 28698
14591 0 0 0
14592 39588 233 49453
14593 19110 96 11694
14594 11290 66 14595
14595 11290 67 14596
14596 11290 68 14597
14597 11290 69 14598
14598 11290 70 14599
14599 11290 71 38182
14600 39181 22 1482
14601 27583 166 48145
14602 43834 225 6904
14603 0 0 0
14604 7968 205 16850
14605 0 0 0
14606 18045 224 14607
14607 18045 225 14608
14608 18045 226 14609
14609 18045 227 14610
14610 18045 228 14611
14611 18045 229 14612
14612 18045 230 14613
14613 18045 231 14614
14614 18045 232 10231
14615 43702 1 44031
14616 6965 292 14617
14617 6965 293 14618
14618 6965 294 22808
14619 25561 18 43408
14620 51450 183 16277
14621 24585 314 21916
14622 48063 164 27404
14623 0 0 0
14624 53410 228 18078
14625 0 0 0
14626 21049 9 14627
14627 21049 10 14628
14628 21049 11 2075
14629 16438 36 7743
14630 0 0 0
14631 43702 82 25122
14632 43834 56 11400
14633 0 0 0
14634 7968 257 38114
14635 35609 177 4626
14636 0 0 0
14637 0 0 0
14638 39642 202 42314
14639 65533 29 37862
14640 23940 3 6216
14641 0 0 0
14642 39642 142 48612
14643 0 0 0
14644 52864 76 44005
14645 0 0 0
14646 6965 24 14647
14647 6965 25 14648
14648 6965 26 14649
14649 6965 27 38538
14650 23940 106 48525
14651 0 0 0
14652 0 0 0
14653 0 0 0
14654 25834 78 45284
14655 0 0 0
