100000 2000
10586 19205 57 72246
10587 0 0 0
10588 19747 26 10589
10589 19747 27 10590
10590 19747 28 10591
10591 19747 29 10592
10592 19747 30 10593
10593 19747 31 10594
10594 19747 32 10595
10595 19747 33 10596
10596 19747 34 10597
10597 19747 35 10598
10598 19747 36 10599
10599 19747 37 80354
10600 14751 36 30453
10601 0 0 0
10602 40891 14 10603
10603 40891 15 89110
10604 11182 12 6766
10605 0 0 0
10606 45898 23 13561
10607 0 0 0
10608 2048 9 1
10609 0 0 0
10610 30620 7 70418
10611 0 0 0
10612 62258 46 57090
10613 0 0 0
10614 35624 8 36285
10615 3523 1 10616
10616 3523 2 10617
10617 3523 3 10618
10618 3523 4 10619
10619 3523 5 10620
10620 3523 6 14636
10621 10220 38 9641
10622 46354 1 10623
10623 46354 2 10624
10624 46354 3 10625
10625 46354 4 10626
10626 46354 5 10627
10627 46354 6 10628
10628 46354 7 10629
10629 46354 8 7861
10630 62083 37 60428
10631 0 0 0
10632 36011 63 97764
10633 0 0 0
10634 33227 1 10635
10635 33227 2 10636
10636 33227 3 10637
10637 33227 4 10638
10638 33227 5 10639
10639 33227 6 10640
10640 33227 7 10641
10641 33227 8 10642
10642 33227 9 10643
10643 33227 10 10644
10644 33227 11 10645
10645 33227 12 10646
10646 33227 13 10647
10647 33227 14 10648
10648 33227 15 10649
10649 33227 16 10650
10650 33227 17 10651
10651 33227 18 10652
10652 33227 19 10653
10653 33227 20 10654
10654 33227 21 10655
10655 33227 22 10656
10656 33227 23 10657
10657 33227 24 10658
10658 33227 25 10659
10659 33227 26 10660
10660 33227 27 10661
10661 33227 28 10662
10662 33227 29 10663
10663 33227 30 10664
10664 33227 31 10665
10665 33227 32 10666
10666 33227 33 10667
10667 33227 34 10668
10668 33227 35 10669
10669 33227 36 10670
10670 33227 37 10671
10671 33227 38 10672
10672 33227 39 10673
10673 33227 40 10674
10674 33227 41 10675
10675 33227 42 10676
10676 33227 43 10677
10677 33227 44 10678
10678 33227 45 10679
10679 33227 46 10680
10680 33227 47 10681
10681 33227 48 10682
10682 33227 49 10683
10683 33227 50 10684
10684 33227 51 10685
10685 33227 52 10686
10686 33227 53 10687
10687 33227 54 10688
10688 33227 55 10689
10689 33227 56 10690
10690 33227 57 10691
10691 33227 58 10692
10692 33227 59 10693
10693 33227 60 10694
10694 33227 61 10695
10695 33227 62 10696
10696 33227 63 10697
10697 33227 64 10698
10698 33227 65 1
10699 0 0 0
10700 39191 46 10701
10701 39191 47 10702
10702 39191 48 10703
10703 39191 49 68172
10704 60018 5 83522
10705 0 0 0
10706 16303 58 64716
10707 0 0 0
10708 0 0 0
10709 13403 4 89899
10710 24671 49 64236
10711 0 0 0
10712 30017 25 61986
10713 0 0 0
10714 60158 16 53969
10715 0 0 0
10716 17319 48 48761
10717 0 0 0
10718 40156 14 77792
10719 0 0 0
10720 16303 63 1
10721 0 0 0
10722 22936 37 10723
10723 22936 38 88949
10724 360 30 77748
10725 21418 11 10726
10726 21418 12 10727
10727 21418 13 10728
10728 21418 14 10729
10729 21418 15 10730
10730 21418 16 10731
10731 21418 17 10732
10732 21418 18 10733
10733 21418 19 10734
10734 21418 20 10735
10735 21418 21 33626
10736 2314 8 90528
10737 0 0 0
10738 0 0 0
10739 17556 13 9016
10740 0 0 0
10741 4381 30 7743
10742 12063 30 52118
10743 21603 13 50357
10744 14043 44 96092
10745 0 0 0
10746 60907 30 18491
10747 0 0 0
10748 7737 14 53547
10749 4586 31 92796
10750 51704 79 1
10751 0 0 0
10752 0 0 0
10753 60191 44 83167
10754 0 0 0
10755 61076 7 71127
10756 0 0 0
10757 0 0 0
10758 59758 10 78766
10759 0 0 0
10760 29070 12 10761
10761 29070 13 10762
10762 29070 14 10763
10763 29070 15 10764
10764 29070 16 10765
10765 29070 17 10766
10766 29070 18 10767
10767 29070 19 10768
10768 29070 20 10769
10769 29070 21 30111
10770 51436 62 90334
10771 28429 5 10772
10772 28429 6 10773
10773 28429 7 10774
10774 28429 8 10775
10775 28429 9 64449
10776 12092 10 407
10777 0 0 0
10778 14308 63 10779
10779 14308 64 10780
10780 14308 65 1
10781 0 0 0
10782 0 0 0
10783 13859 1 10784
10784 13859 2 10785
10785 13859 3 10786
10786 13859 4 10787
10787 13859 5 65378
10788 56373 72 1446
10789 0 0 0
10790 20187 9 93672
10791 0 0 0
10792 49329 28 95729
10793 36425 16 99820
10794 21316 57 89166
10795 0 0 0
10796 65424 29 45220
10797 0 0 0
10798 42201 14 28545
10799 0 0 0
10800 64171 28 98107
10801 0 0 0
10802 63574 13 10803
10803 63574 14 10804
10804 63574 15 10805
10805 63574 16 10806
10806 63574 17 51978
10807 21948 14 6466
10808 64322 3 44300
10809 0 0 0
10810 38715 14 10811
10811 38715 15 10812
10812 38715 16 10813
10813 38715 17 3365
10814 10220 68 58678
10815 0 0 0
10816 9904 73 1
10817 37337 12 10818
10818 37337 13 10819
10819 37337 14 10820
10820 37337 15 39213
10821 65143 1 10822
10822 65143 2 10823
10823 65143 3 10824
10824 65143 4 10825
10825 65143 5 10826
10826 65143 6 10827
10827 65143 7 10828
10828 65143 8 10829
10829 65143 9 10830
10830 65143 10 10831
10831 65143 11 10832
10832 65143 12 10833
10833 65143 13 10834
10834 65143 14 10835
10835 65143 15 10836
10836 65143 16 10837
10837 65143 17 10838
10838 65143 18 10839
10839 65143 19 10840
10840 65143 20 5014
10841 43496 2 40128
10842 44334 5 35032
10843 0 0 0
10844 62256 8 49486
10845 0 0 0
10846 60976 23 19865
10847 1355 17 77572
10848 56198 10 62660
10849 0 0 0
10850 39389 5 53401
10851 0 0 0
10852 63021 15 23614
10853 0 0 0
10854 4586 25 77593
10855 8661 10 97304
10856 27738 5 44281
10857 16303 18 56128
10858 0 0 0
10859 0 0 0
10860 28983 39 2143
10861 0 0 0
10862 0 0 0
10863 55268 13 14152
10864 42953 16 43586
10865 0 0 0
10866 61858 38 14785
10867 0 0 0
10868 0 0 0
10869 36249 23 10870
10870 36249 24 10871
10871 36249 25 10872
10872 36249 26 10873
10873 36249 27 10874
10874 36249 28 15232
10875 5050 22 85847
10876 46945 8 78111
10877 30339 33 46955
10878 0 0 0
10879 13041 37 18759
10880 45125 1 10881
10881 45125 2 10882
10882 45125 3 10883
10883 45125 4 10884
10884 45125 5 10885
10885 45125 6 10886
10886 45125 7 10887
10887 45125 8 10888
10888 45125 9 10889
10889 45125 10 10890
10890 45125 11 10891
10891 45125 12 10892
10892 45125 13 10893
10893 45125 14 10894
10894 45125 15 10895
10895 45125 16 10896
10896 45125 17 10897
10897 45125 18 10898
10898 45125 19 10899
10899 45125 20 10900
10900 45125 21 10901
10901 45125 22 10902
10902 45125 23 10903
10903 45125 24 10904
10904 45125 25 10905
10905 45125 26 10906
10906 45125 27 10907
10907 45125 28 10908
10908 45125 29 10909
10909 45125 30 10910
10910 45125 31 10911
10911 45125 32 10912
10912 45125 33 10913
10913 45125 34 10914
10914 45125 35 10915
10915 45125 36 10916
10916 45125 37 10917
10917 45125 38 10918
10918 45125 39 10919
10919 45125 40 10920
10920 45125 41 10921
10921 45125 42 10922
10922 45125 43 10923
10923 45125 44 10924
10924 45125 45 10925
10925 45125 46 10926
10926 45125 47 10927
10927 45125 48 10928
10928 45125 49 10929
10929 45125 50 10930
10930 45125 51 10931
10931 45125 52 10932
10932 45125 53 10933
10933 45125 54 10934
10934 45125 55 10935
10935 45125 56 10936
10936 45125 57 10937
10937 45125 58 10938
10938 45125 59 10939
10939 45125 60 10940
10940 45125 61 10941
10941 45125 62 10942
10942 45125 63 10943
10943 45125 64 1
10944 16929 2 46418
10945 0 0 0
10946 0 0 0
10947 0 0 0
10948 54341 6 30670
10949 9952 14 78001
10950 39454 11 10951
10951 39454 12 10952
10952 39454 13 10953
10953 39454 14 10954
10954 39454 15 22134
10955 53546 34 10956
10956 53546 35 10957
10957 53546 36 10958
10958 53546 37 10959
10959 53546 38 49154
10960 53336 42 8157
10961 0 0 0
10962 0 0 0
10963 5929 46 84865
10964 0 0 0
10965 0 0 0
10966 27427 37 12595
10967 34316 13 10968
10968 34316 14 10969
10969 34316 15 10970
10970 34316 16 10971
10971 34316 17 30936
10972 29906 39 59050
10973 0 0 0
10974 25641 21 10975
10975 25641 22 10976
10976 25641 23 10977
10977 25641 24 24149
10978 21370 25 11408
10979 0 0 0
10980 52515 65 89271
10981 0 0 0
10982 57158 1 10983
10983 57158 2 10984
10984 57158 3 10985
10985 57158 4 10986
10986 57158 5 10987
10987 57158 6 10988
10988 57158 7 10989
10989 57158 8 10990
10990 57158 9 10991
10991 57158 10 10992
10992 57158 11 10993
10993 57158 12 10994
10994 57158 13 10995
10995 57158 14 10996
10996 57158 15 10997
10997 57158 16 10998
10998 57158 17 10999
10999 57158 18 11000
11000 57158 19 11001
11001 57158 20 11002
11002 57158 21 11003
11003 57158 22 25012
11004 54131 31 16330
11005 0 0 0
11006 19205 55 87500
11007 0 0 0
11008 12121 16 11009
11009 12121 17 11010
11010 12121 18 11011
11011 12121 19 80028
11012 28983 16 78034
11013 25385 1 11014
11014 25385 2 11015
11015 25385 3 11016
11016 25385 4 11017
11017 25385 5 11018
11018 25385 6 11019
11019 25385 7 11020
11020 25385 8 11021
11021 25385 9 11022
11022 25385 10 11023
11023 25385 11 11024
11024 25385 12 11025
11025 25385 13 95279
11026 513 44 22738
11027 0 0 0
11028 0 0 0
11029 0 0 0
11030 41372 42 36496
11031 0 0 0
11032 45068 26 3348
11033 0 0 0
11034 47982 18 56344
11035 0 0 0
11036 57842 21 11037
11037 57842 22 11038
11038 57842 23 11039
11039 57842 24 11040
11040 57842 25 11041
11041 57842 26 11042
11042 57842 27 11043
11043 57842 28 85100
11044 44334 65 64664
11045 0 0 0
11046 0 0 0
11047 52515 22 44536
11048 56198 64 9238
11049 0 0 0
11050 17362 8 55178
11051 0 0 0
11052 0 0 0
11053 0 0 0
11054 50527 54 13384
11055 0 0 0
11056 7283 2 92829
11057 0 0 0
11058 49532 39 51795
11059 37514 61 41253
11060 19935 25 11061
11061 19935 26 11062
11062 19935 27 11063
11063 19935 28 11064
11064 19935 29 11065
11065 19935 30 80744
11066 52515 30 5084
11067 0 0 0
11068 34066 9 74180
11069 26455 3 23897
11070 20848 1 11071
11071 20848 2 11072
11072 20848 3 11073
11073 20848 4 79917
11074 52327 1 11075
11075 52327 2 11076
11076 52327 3 11077
11077 52327 4 11078
11078 52327 5 11079
11079 52327 6 11080
11080 52327 7 11081
11081 52327 8 11082
11082 52327 9 11083
11083 52327 10 11084
11084 52327 11 11085
11085 52327 12 11086
11086 52327 13 11087
11087 52327 14 11088
11088 52327 15 11089
11089 52327 16 11090
11090 52327 17 11091
11091 52327 18 11092
11092 52327 19 11093
11093 52327 20 11094
11094 52327 21 11095
11095 52327 22 11096
11096 52327 23 11097
11097 52327 24 11098
11098 52327 25 11099
11099 52327 26 24066
11100 64171 33 10179
11101 33521 35 8115
11102 63392 36 26875
11103 0 0 0
11104 0 0 0
11105 2624 37 68565
11106 32772 32 9328
11107 0 0 0
11108 19389 22 41116
11109 0 0 0
11110 55572 37 48136
11111 0 0 0
11112 64121 53 11113
11113 64121 54 11114
11114 64121 55 11115
11115 64121 56 11116
11116 64121 57 11117
11117 64121 58 11118
11118 64121 59 11119
11119 64121 60 11120
11120 64121 61 11121
11121 64121 62 1
11122 48080 1 11123
11123 48080 2 11124
11124 48080 3 11125
11125 48080 4 11126
11126 48080 5 11127
11127 48080 6 11128
11128 48080 7 11129
11129 48080 8 11130
11130 48080 9 11131
11131 48080 10 11132
11132 48080 11 11133
11133 48080 12 11134
11134 48080 13 11135
11135 48080 14 11136
11136 48080 15 11137
11137 48080 16 11138
11138 48080 17 11139
11139 48080 18 11140
11140 48080 19 11141
11141 48080 20 11142
11142 48080 21 11143
11143 48080 22 11144
11144 48080 23 11145
11145 48080 24 11146
11146 48080 25 11147
11147 48080 26 11148
11148 48080 27 11149
11149 48080 28 11150
11150 48080 29 11151
11151 48080 30 11152
11152 48080 31 11153
11153 48080 32 11154
11154 48080 33 11155
11155 48080 34 11156
11156 48080 35 11157
11157 48080 36 1
11158 0 0 0
11159 48866 21 89374
11160 53022 15 3828
11161 40891 10 11162
11162 40891 11 11163
11163 40891 12 11164
11164 40891 13 10602
11165 27427 14 77479
11166 0 0 0
11167 0 0 0
11168 32434 13 47874
11169 0 0 0
11170 56630 74 16164
11171 45733 14 72330
11172 41177 26 11173
11173 41177 27 11174
11174 41177 28 11175
11175 41177 29 11176
11176 41177 30 11177
11177 41177 31 86790
11178 43206 50 88839
11179 0 0 0
11180 11559 1 29616
11181 0 0 0
11182 62125 6 11183
11183 62125 7 11184
11184 62125 8 11185
11185 62125 9 79997
11186 10066 54 73292
11187 0 0 0
11188 22882 43 11189
11189 22882 44 11190
11190 22882 45 11191
11191 22882 46 72242
11192 38084 5 715
11193 0 0 0
11194 0 0 0
11195 54078 33 37634
11196 65045 41 11197
11197 65045 42 11198
11198 65045 43 11199
11199 65045 44 85908
11200 58917 4 2288
11201 0 0 0
11202 51554 5 11203
11203 51554 6 11204
11204 51554 7 11205
11205 51554 8 11206
11206 51554 9 11207
11207 51554 10 38706
11208 36401 3 36682
11209 0 0 0
11210 46088 44 80883
11211 0 0 0
11212 47815 34 8326
11213 0 0 0
11214 0 0 0
11215 0 0 0
11216 24022 3 27006
11217 0 0 0
11218 46461 21 62571
11219 46984 42 32796
11220 17300 50 90153
11221 0 0 0
11222 39792 40 40233
11223 12851 76 27937
11224 33005 19 62435
11225 0 0 0
11226 0 0 0
11227 35048 47 26815
11228 37808 9 11229
11229 37808 10 11230
11230 37808 11 11231
11231 37808 12 11232
11232 37808 13 11438
11233 33520 31 14511
11234 0 0 0
11235 0 0 0
11236 2291 3 89128
11237 46088 46 14237
11238 1802 22 11239
11239 1802 23 11240
11240 1802 24 11241
11241 1802 25 11242
11242 1802 26 11243
11243 1802 27 2188
11244 40156 13 10718
11245 0 0 0
11246 0 0 0
11247 41372 56 76261
11248 6645 45 11249
11249 6645 46 11250
11250 6645 47 11251
11251 6645 48 11252
11252 6645 49 11253
11253 6645 50 9175
11254 30227 17 72532
11255 29253 6 62128
11256 34057 5 11257
11257 34057 6 11258
11258 34057 7 98127
11259 27719 29 11260
11260 27719 30 11261
11261 27719 31 11262
11262 27719 32 11263
11263 27719 33 88626
11264 28838 12 77504
11265 0 0 0
11266 24022 37 89734
11267 0 0 0
11268 9904 72 10816
11269 43680 33 16360
11270 41475 26 71405
11271 0 0 0
11272 15180 35 77824
11273 60719 21 11274
11274 60719 22 11275
11275 60719 23 11276
11276 60719 24 11277
11277 60719 25 168
11278 7859 26 50598
11279 0 0 0
11280 15478 35 11281
11281 15478 36 11282
11282 15478 37 11283
11283 15478 38 11284
11284 15478 39 11285
11285 15478 40 11286
11286 15478 41 11287
11287 15478 42 16752
11288 33438 43 74618
11289 0 0 0
11290 0 0 0
11291 0 0 0
11292 27057 18 86671
11293 39222 41 1
11294 1612 1 2542
11295 0 0 0
11296 0 0 0
11297 29253 14 70232
11298 55681 23 18061
11299 49125 16 35638
11300 27155 31 76330
11301 0 0 0
11302 19168 37 80830
11303 0 0 0
11304 19143 5 64612
11305 18772 48 11306
11306 18772 49 11307
11307 18772 50 18690
11308 27765 11 84548
11309 27765 2 66639
11310 0 0 0
11311 13224 21 35666
11312 55681 44 73185
11313 8661 64 37911
11314 0 0 0
11315 0 0 0
11316 0 0 0
11317 17596 11 56024
11318 0 0 0
11319 27427 3 96093
11320 12851 29 82883
11321 0 0 0
11322 65424 33 54265
11323 62959 22 16336
11324 47481 49 15966
11325 0 0 0
11326 7737 39 37794
11327 0 0 0
11328 5036 3 7467
11329 0 0 0
11330 49329 14 3410
11331 13041 26 33777
11332 27115 32 15276
11333 64322 47 70561
11334 0 0 0
11335 0 0 0
11336 11245 62 1
11337 55876 26 11338
11338 55876 27 11339
11339 55876 28 11340
11340 55876 29 11341
11341 55876 30 1
11342 49994 59 82210
11343 0 0 0
11344 61590 16 87556
11345 63406 15 66982
11346 16751 35 1
11347 0 0 0
11348 29219 53 1
11349 56373 14 62110
11350 48574 54 31522
11351 0 0 0
11352 42201 28 40070
11353 0 0 0
11354 29025 3 81348
11355 0 0 0
11356 53660 2 79435
11357 0 0 0
11358 0 0 0
11359 62307 20 35810
11360 0 0 0
11361 13269 7 8652
11362 8692 13 11363
11363 8692 14 11364
11364 8692 15 11365
11365 8692 16 11366
11366 8692 17 11367
11367 8692 18 24135
11368 12862 24 18268
11369 0 0 0
11370 0 0 0
11371 56630 53 12744
11372 0 0 0
11373 0 0 0
11374 4381 21 45928
11375 52153 21 3704
11376 25127 19 43271
11377 0 0 0
11378 10912 30 20793
11379 44067 1 11380
11380 44067 2 11381
11381 44067 3 11382
11382 44067 4 11383
11383 44067 5 11384
11384 44067 6 11385
11385 44067 7 11386
11386 44067 8 11387
11387 44067 9 45570
11388 28458 56 75693
11389 0 0 0
11390 51408 27 42932
11391 0 0 0
11392 34365 8 7091
11393 37663 5 11394
11394 37663 6 97075
11395 37514 45 9287
11396 21220 15 11397
11397 21220 16 11398
11398 21220 17 11399
11399 21220 18 11400
11400 21220 19 11401
11401 21220 20 38955
11402 47620 15 68802
11403 42835 5 16380
11404 0 0 0
11405 0 0 0
11406 47876 13 86685
11407 10679 4 3244
11408 21370 26 15605
11409 0 0 0
11410 13882 23 40602
11411 0 0 0
11412 24628 21 11644
11413 0 0 0
11414 41372 75 15261
11415 0 0 0
11416 11191 25 18264
11417 46698 36 94024
11418 0 0 0
11419 57028 1 11420
11420 57028 2 11421
11421 57028 3 11422
11422 57028 4 11423
11423 57028 5 11424
11424 57028 6 11425
11425 57028 7 11426
11426 57028 8 11427
11427 57028 9 1
11428 0 0 0
11429 1802 68 11430
11430 1802 69 11431
11431 1802 70 1
11432 7859 67 60198
11433 0 0 0
11434 38110 13 80660
11435 0 0 0
11436 0 0 0
11437 20065 5 10442
11438 37808 14 11439
11439 37808 15 11440
11440 37808 16 11441
11441 37808 17 11442
11442 37808 18 22128
11443 26656 6 69597
11444 46461 8 38302
11445 0 0 0
11446 29219 18 57670
11447 0 0 0
11448 0 0 0
11449 0 0 0
11450 0 0 0
11451 27019 6 30570
11452 35587 36 12098
11453 0 0 0
11454 30386 49 23118
11455 0 0 0
11456 13924 1 11457
11457 13924 2 11458
11458 13924 3 93057
11459 55893 28 1
11460 59972 45 11461
11461 59972 46 11462
11462 59972 47 91755
11463 26963 14 27767
11464 0 0 0
11465 58800 9 56373
11466 28983 47 22755
11467 0 0 0
11468 0 0 0
11469 22620 6 82414
11470 3743 48 11471
11471 3743 49 11472
11472 3743 50 11473
11473 3743 51 11474
11474 3743 52 11475
11475 3743 53 11476
11476 3743 54 11477
11477 3743 55 11478
11478 3743 56 11479
11479 3743 57 1
11480 21575 6 72823
11481 0 0 0
11482 0 0 0
11483 0 0 0
11484 30017 31 13790
11485 0 0 0
11486 0 0 0
11487 0 0 0
11488 25532 21 16459
11489 0 0 0
11490 0 0 0
11491 0 0 0
11492 23861 63 59203
11493 36417 44 11710
11494 46984 44 69538
11495 0 0 0
11496 8651 23 11497
11497 8651 24 11498
11498 8651 25 11499
11499 8651 26 34662
11500 13999 23 11501
11501 13999 24 11502
11502 13999 25 11503
11503 13999 26 11504
11504 13999 27 11505
11505 13999 28 11506
11506 13999 29 11507
11507 13999 30 11508
11508 13999 31 11509
11509 13999 32 11510
11510 13999 33 11511
11511 13999 34 11512
11512 13999 35 11513
11513 13999 36 11514
11514 13999 37 11515
11515 13999 38 11516
11516 13999 39 34924
11517 24022 43 44820
11518 26772 5 88194
11519 57949 36 53236
11520 23750 64 38933
11521 0 0 0
11522 63392 51 32021
11523 0 0 0
11524 28458 23 68110
11525 2793 5 49412
11526 0 0 0
11527 0 0 0
11528 33841 10 48300
11529 48569 23 55145
11530 17981 2 68928
11531 0 0 0
11532 40156 26 53818
11533 0 0 0
11534 12851 28 11320
11535 0 0 0
11536 0 0 0
11537 48905 22 7620
11538 2369 39 28712
11539 0 0 0
11540 0 0 0
11541 0 0 0
11542 0 0 0
11543 43658 20 52776
11544 64407 23 11545
11545 64407 24 11546
11546 64407 25 11547
11547 64407 26 11548
11548 64407 27 16210
11549 26095 33 11550
11550 26095 34 11551
11551 26095 35 11552
11552 26095 36 11553
11553 26095 37 11554
11554 26095 38 11555
11555 26095 39 11556
11556 26095 40 11557
11557 26095 41 11558
11558 26095 42 11559
11559 26095 43 11560
11560 26095 44 11561
11561 26095 45 11562
11562 26095 46 11563
11563 26095 47 11564
11564 26095 48 11565
11565 26095 49 55694
11566 26407 23 31780
11567 49532 31 96469
11568 55846 42 59045
11569 16019 31 11570
11570 16019 32 11571
11571 16019 33 11572
11572 16019 34 3068
11573 60976 21 83349
11574 17848 51 11575
11575 17848 52 43494
11576 35747 12 80946
11577 25827 38 11578
11578 25827 39 51045
11579 13727 36 9330
11580 49326 19 2110
11581 0 0 0
11582 0 0 0
11583 0 0 0
11584 15043 1 11585
11585 15043 2 11586
11586 15043 3 1
11587 0 0 0
11588 20105 30 11589
11589 20105 31 11590
11590 20105 32 11591
11591 20105 33 92974
11592 26379 46 89234
11593 0 0 0
11594 41025 7 66160
11595 29779 8 13000
11596 47815 56 49612
11597 0 0 0
11598 0 0 0
11599 36011 29 40652
11600 0 0 0
11601 61076 29 48353
11602 28332 23 60135
11603 0 0 0
11604 52556 46 11605
11605 52556 47 11606
11606 52556 48 11607
11607 52556 49 11608
11608 52556 50 11609
11609 52556 51 23745
11610 26616 2 31106
11611 0 0 0
11612 47581 20 86754
11613 0 0 0
11614 32772 13 55495
11615 0 0 0
11616 8423 48 68119
11617 0 0 0
11618 20576 4 48220
11619 0 0 0
11620 26656 28 39619
11621 0 0 0
11622 62258 49 3090
11623 0 0 0
11624 21948 13 10807
11625 0 0 0
11626 48866 27 41870
11627 0 0 0
11628 31079 1 73780
11629 13041 18 98072
11630 12851 40 66119
11631 39614 23 78452
11632 36626 8 11633
11633 36626 9 11634
11634 36626 10 11635
11635 36626 11 45213
11636 46957 25 49698
11637 0 0 0
11638 0 0 0
11639 0 0 0
11640 16004 12 29171
11641 35961 58 1
11642 0 0 0
11643 0 0 0
11644 24628 22 16420
11645 0 0 0
11646 2624 71 59570
11647 0 0 0
11648 21948 50 3275
11649 7940 27 11650
11650 7940 28 11651
11651 7940 29 11652
11652 7940 30 11653
11653 7940 31 11654
11654 7940 32 11655
11655 7940 33 11656
11656 7940 34 11657
11657 7940 35 18513
11658 20075 22 89949
11659 22140 27 1
11660 0 0 0
11661 26379 51 33754
11662 34249 10 88026
11663 30054 39 33093
11664 51480 7 57190
11665 0 0 0
11666 0 0 0
11667 32434 43 39098
11668 63451 25 76310
11669 0 0 0
11670 12540 46 43958
11671 53014 33 6318
11672 33520 7 46682
11673 0 0 0
11674 4176 4 87534
11675 0 0 0
11676 32772 5 14673
11677 56533 13 1
11678 31452 48 9114
11679 0 0 0
11680 7116 26 40208
11681 0 0 0
11682 28332 71 25798
11683 0 0 0
11684 4772 19 11685
11685 4772 20 11686
11686 4772 21 11687
11687 4772 22 11688
11688 4772 23 11689
11689 4772 24 11690
11690 4772 25 11691
11691 4772 26 11692
11692 4772 27 11693
11693 4772 28 11694
11694 4772 29 11695
11695 4772 30 11696
11696 4772 31 11697
11697 4772 32 11698
11698 4772 33 11699
11699 4772 34 11700
11700 4772 35 11701
11701 4772 36 11702
11702 4772 37 11703
11703 4772 38 11704
11704 4772 39 11705
11705 4772 40 11706
11706 4772 41 11707
11707 4772 42 64848
11708 32863 44 49550
11709 46945 31 4562
11710 36417 45 15278
11711 0 0 0
11712 30948 19 11713
11713 30948 20 95432
11714 599 24 32944
11715 48458 78 1
11716 11191 19 50461
11717 0 0 0
11718 0 0 0
11719 0 0 0
11720 41801 7 44456
11721 36417 40 54250
11722 58800 6 13381
11723 0 0 0
11724 56193 22 74486
11725 0 0 0
11726 31249 4 20872
11727 0 0 0
11728 0 0 0
11729 15161 44 70310
11730 47429 41 11731
11731 47429 42 11732
11732 47429 43 11733
11733 47429 44 11734
11734 47429 45 11735
11735 47429 46 1
11736 31589 1 11737
11737 31589 2 11738
11738 31589 3 11739
11739 31589 4 11740
11740 31589 5 11741
11741 31589 6 11742
11742 31589 7 11743
11743 31589 8 11744
11744 31589 9 11745
11745 31589 10 11746
11746 31589 11 11747
11747 31589 12 11748
11748 31589 13 11749
11749 31589 14 11750
11750 31589 15 11751
11751 31589 16 11752
11752 31589 17 11753
11753 31589 18 11754
11754 31589 19 11755
11755 31589 20 11756
11756 31589 21 11757
11757 31589 22 11758
11758 31589 23 11759
11759 31589 24 11760
11760 31589 25 11761
11761 31589 26 11762
11762 31589 27 11763
11763 31589 28 11764
11764 31589 29 11765
11765 31589 30 11766
11766 31589 31 11767
11767 31589 32 11768
11768 31589 33 1
11769 45898 67 52742
11770 31669 29 11771
11771 31669 30 11772
11772 31669 31 11773
11773 31669 32 75169
11774 52992 21 5459
11775 0 0 0
11776 0 0 0
11777 0 0 0
11778 35416 64 77138
11779 0 0 0
11780 12634 23 62752
11781 64910 25 93565
11782 20848 20 11783
11783 20848 21 11784
11784 20848 22 11785
11785 20848 23 16152
11786 34026 25 65964
11787 0 0 0
11788 0 0 0
11789 0 0 0
11790 36631 14 11791
11791 36631 15 11792
11792 36631 16 11793
11793 36631 17 11794
11794 36631 18 11795
11795 36631 19 11796
11796 36631 20 11797
11797 36631 21 50523
11798 61369 37 77420
11799 22032 28 31185
11800 0 0 0
11801 0 0 0
11802 26963 29 65344
11803 0 0 0
11804 27019 36 97532
11805 0 0 0
11806 0 0 0
11807 0 0 0
11808 14751 33 16016
11809 0 0 0
11810 0 0 0
11811 53449 22 68851
11812 18801 51 1
11813 32863 27 3454
11814 25069 14 17775
11815 0 0 0
11816 58422 25 65454
11817 0 0 0
11818 28838 35 67515
11819 0 0 0
11820 7737 30 84602
11821 0 0 0
11822 7286 21 13318
11823 0 0 0
11824 19929 1 11825
11825 19929 2 11826
11826 19929 3 11827
11827 19929 4 11828
11828 19929 5 11829
11829 19929 6 11830
11830 19929 7 11831
11831 19929 8 11832
11832 19929 9 11833
11833 19929 10 11834
11834 19929 11 11835
11835 19929 12 11836
11836 19929 13 11837
11837 19929 14 11838
11838 19929 15 11839
11839 19929 16 11840
11840 19929 17 11841
11841 19929 18 11842
11842 19929 19 11843
11843 19929 20 11844
11844 19929 21 11845
11845 19929 22 11846
11846 19929 23 11847
11847 19929 24 11848
11848 19929 25 11849
11849 19929 26 11850
11850 19929 27 11851
11851 19929 28 11852
11852 19929 29 11853
11853 19929 30 11854
11854 19929 31 11855
11855 19929 32 16096
11856 31452 30 28172
11857 0 0 0
11858 47484 14 44549
11859 0 0 0
11860 38065 75 85930
11861 0 0 0
11862 13859 63 11863
11863 13859 64 11864
11864 13859 65 20156
11865 30156 1 11866
11866 30156 2 11867
11867 30156 3 11868
11868 30156 4 11869
11869 30156 5 11870
11870 30156 6 11871
11871 30156 7 11872
11872 30156 8 11873
11873 30156 9 26500
11874 44980 1 11875
11875 44980 2 11876
11876 44980 3 11877
11877 44980 4 11878
11878 44980 5 11879
11879 44980 6 11880
11880 44980 7 11881
11881 44980 8 11882
11882 44980 9 11883
11883 44980 10 11884
11884 44980 11 11885
11885 44980 12 11886
11886 44980 13 11887
11887 44980 14 11888
11888 44980 15 11889
11889 44980 16 11890
11890 44980 17 11891
11891 44980 18 11892
11892 44980 19 53832
11893 49994 34 72091
11894 0 0 0
11895 11245 20 536
11896 41190 41 74804
11897 25762 16 11898
11898 25762 17 11899
11899 25762 18 11900
11900 25762 19 11901
11901 25762 20 11902
11902 25762 21 11903
11903 25762 22 11904
11904 25762 23 11905
11905 25762 24 11906
11906 25762 25 11907
